content,target
George Clooney,0
Why Brad Pitt Is 'Not Looking to Leap Into a Serious Relationship' Right Now (Exclusive),0
Jennifer Lopez & Alex Rodriguez Look Like a Million Bucks Together at Friend's Wedding!,0
Kylie Jenner Reignites Travis Scott Engagement Rumors With Diamond Ring On THAT Finger — Pic,0
Chance The Rapper Responds To Donald Trump,0
Jessica Simpson Mom Shamed Sexy Photo,0
"New romance rumors hit Caitlyn Jenner and Sophie Hutchins, plus more news",0
Female First Forum,0
"WILD ABOUT HARRY: Drake scared away from ""haunted Houdini house""",0
"Tom Cruise is 'diabolical,' says Leah Remini",0
Angelina Jolie 'furious she can't take her children out of the US',0
"'The Voice': Blake Shelton Gets Jealous as Gwen Stefani Fawns Ov - CBS News 8 - San Diego, CA News Station - KFMB Channel 8",0
Affordable Fashion & Style Blog,0
"'Battle of the Sexes' Premiere: Emma Stone on Working With ""Icon"" Billie Jean King",0
September 11: Celebrities Remember 9/11 (TWEETS),0
NASCAR owners threaten to fire drivers who protest,0
The 7 signs that David Beckham is definitely having a midlife crisis,0
Ryan Gosling and Eva Mendes Did Not Get Married [Updated],0
Jamie Foxx Spends the Day With Katie Holmes and Suri Cruise Before Her First Day of School!,0
BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs,0
Court Orders Obama To Pay $400 Million In Restitution,0
UPDATE: Second Roy Moore Accuser Works For Michelle Obama Right NOW -,0
Oscar Pistorius Attempts To Commit Suicide,0
Trump Votes For Death Penalty For Being Gay,0
Putin says: ‘Pope Francis Is Not A Man Of God’ | Must-See !!,0
New York Man Wanted For Infecting 240 Men And Women With HIV!!!,0
Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian,0
Malia Obama Fired From Cushy Internship At Spanish Embassy,0
Target to Discontinue Sale of Holy Bible,0
Youngest World Leader Bans George Soros’s Foundations From Austria,0
BREAKING: Hillary Clinton Has Third Heart Attack-Docs Says She ‘Won’t Survive’,0
"Barack Obama Tweets SICK Attack On John McCain, Says He Should Have Died",0
President Trump Underscores US-Jamaica Relations,0
Actress Sandra Bullock to Hillary Clinton if You Don't Like Our President You Can Leave and Never Come Back Again You Are One Jealous Woman Who Ls Nothing to Compare With Trump I Hope He Will Arrest Y,0
Gretchen Carlson: “The 2nd Amendment Was Written Before Guns Were Invented”,0
"Pope Francis At Mass: ‘Jesus Is Metaphorical, Not Literal’",0
Black Men Arrested In Philadelphia Starbucks Settle For $2 Million,0
ICE Detainer Issued for Suspected Wine Country Arsonist in Sonoma Jail,0
Former presidents walk fine line in Trump’s America,0
"Inside the Snapchat bloodbath: 60 minutes of terror which left 17 dead, bodies in classrooms and kids 'full of blood'",0
BREAKING: Nancy Pelosi To Resign After New Revelations – NRTOnline,0
"Donald Trump inauguration: Artists who won't perform at ceremony include Elton John, Celine Dion and John Legend",0
BREAKING: Leaked Picture Of Obama Being Dragged Before A Judge In Handcuffs For Wiretapping Trump,0
Clinton Campaign official arrested by FBI on child rape/trafficking charges,0
"DONALD TRAIN NEWS: BREAKING: Rosa Parks’ Granddaughter SLAMS Racist Democrats, Endorses Trump",0
"NRA President Jim Porter Falsely Accused of Saying, “It’s Only A Matter Of Time Before We Can Own Colored People Again”",0
Biden raises possibility of 2020 presidential bid,0
"NYC: PHYSICIAN and Wife Jump To Death…Leave Kids Behind Because They “Can’t Afford The Health Care” Only Hours After McCain, Murkowski, Collins and EVERY Democrat Voted To Keep Obamacare -",0
Snapchat is shutting down!,0
Rice told investigators why she unmasked Trump aides,0
BREAKING: Meryl Streep Just Got Fired From A Major Project For Lying About Trump -,0
Clinton Email: We Must Destroy Syria For Israel,0
CNN host Fareed Zakaria calls for jihad rape of white women,0
Could Trump Win The Nobel Peace Prize? Peace in Korean Peninsula Would Be Significant Foreign Policy Achievement,0
UPDATE: Hillary Clinton Leaves The Country As Mueller Indictment Is Announced,0
BREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire,0
"NFL Lawyer, Who Claimed Super Bowl Is ‘Rigged’, Found Dead",0
"Japanese Whaling Crew Eaten Alive By Killer Whales, 16 dead",0
Barrels removed from Clinton property contain parts from 3 missing women.,0
"Liberal Women Hate Me Because Of My “Striking Beauty And Intellect”, Says Kellyanne Conway",0
Buzz Aldrin ‘passes UFO lie detector test leaving experts convinced that he encountered alien life’,0
Full text: Jeff Flake on Trump speech transcript,0
Mike Pence: “Allowing Rape Victims To Have Abortions Will Lead To Women Trying To Get Raped”,0
"Paul Ryan: “22 Million Americans Choose To Be Poor, So It’s Their Own Problem If They Can’t Afford To Be Healthy”",0
Pope Francis: Gun Owners 'Can’t Call Themselves Christian' Anymore,0
About Mayor Bhalla,0
Neon Nettle,0
Broward County Sheriff Fired For Lying About Parkland,0
Tom Price: “It’s Better For Our Budget If Cancer Patients Die More Quickly”,0
Breaking: Greitens Accuser Admits Photo Session May Have Been A “Dream”,0
Obama Administration Kept Illegal Mexican Kids In Detention Camps As “Experiment”,0
Pope Francis To Followers: “Koran And Holy Bible Are The Same”,0
United Airlines Flight Attendant Slaps Crying Baby During Flight,0
"CIA Release Documents Of Moon, Moon Has More Than 250 Million Citizens",0
How Donald Trump Lost the 'War on Christmas',0
Thousands killed as Israel Drops Tactical Nuclear Bomb On Syria,0
Man charged with murder after driving into anti-far-right protesters in Charlottesville,0
BREAKING: Fox Sports Cancels ALL NFL Broadcasts ‘Until Players Respect The Flag’,0
The Legislative Process,0
Head Of NFL Fines Steeler Teammates $1 MILLION Each!,0
Debbie Wasserman Schultz Aide Arrested Trying to Flee the Country,0
BREAKING: Sasha Obama Just Crashed Her Expensive New Car Into A Lake,0
Sid Miller,0
"Kasich: “If A Woman Is Not Intelligent Enough To Keep Her Legs Closed, How Can We Entrust The Abortion Decision To Her?”",0
Democrat Maxine Waters Has Shown Up To Only 10% Of Congressional Meetings For 35 YEARS,0
GOP Official Who Says America Needs ?Another 9/11? Shares _______________ With Trump,0
82-Year-Old Who Killed A Muslim In Self-Defense Gets The Death Penalty,0
DEA Just Raided A United States Senator,0
"CNN Shocks America, FIRES ‘Journalist’ Who Made Fun Of Sarah Sanders’ Face",0
Trump’s DHS Secretary Confirms They Are Preparing To Arrest Sanctuary City Leaders,0
Twelve More Hurricanes Headed Towards US,0
CALIFORNIA DEMOCRAT MAXINE WATERS CHARGED ON 3 COUNTS. DO YOU SUPPORT THIS?,0
"BREAKING: British Intelligence Seizes Clinton Foundation Warehouse, $400 Million In Cash – NRTOnline",0
"OFFICIAL: Rudy Giuliani Officially Resigns, Trump’s Legal Team on Its Last Leg",0
Michelle Obama Just Received LIFE-SHATTERING News From The Doctor,0
SPECIAL REPORT: GEORGIA BECOMES FIRST STATE TO BAN MUSLIM CULTURE IN HISTORIC MOVE TO RESTORE WESTERN VALUES!,0
Tens of Thousands Of Scientists Declare Climate Change A Hoax,0
The numbers don't lie... - Occupy Democrats,0
Donald Trump to issue an executive order to ban Facebook across US,0
"The hacked emails at the center of Mueller’s Russia investigation, explained",0
JUST IN: Barack Obama ARRESTED in a Japanese Drug Bust,0
Lisa Page Squeals: DNC Server Was Not Hacked By Russia,0
"Bin Laden is “Alive and well in the Bahamas”, says Edward Snowden",0
Robert Redford Says: Michelle And Barack Obama Should Get Five Years In Prison,0
Delta Ticket 2017,0
Breaking: Mar-A-Lago Destroyed By Irma-Jared Kushner Still Missing,0
Puerto Rico Mayor Facing Fraud Charges Over $3M In Federal Disaster Relief,0
Dying 78 Year Old CIA Agent Admits To Killing Marilyn Monroe,0
Breaking News: FBI Uncovers Evidence That 62 Million Trump Voters are All Russian Agents,0
 If You Are Using This Toothpaste… Throw It Away Immediately Nov 28,0
"Queen Elizabeth Says: “Muslim Refugees Are Dividing Nationality, I Fully Agree With Donald Trump We Should…”(VIDEO)",0
Account Suspended,0
McCain Blamed For Sabotaging Trump,0
Create a Prank and trick your friends,0
"BOMBSHELL: COMEY KNEW MURDERED DNC STAFFER, SETH RICH, WAS WIKILEAKS SOURCE & COVERED IT UP FOR HILLARY",0
American News is under construction,0
"Actress Jennifer Aniston: “Me and All The Trump Supporter Celebrities Decide To Make A Company Named “Celebrities For Trump”, Which Fight Against All Anti Trump Celebrities, I Think President Trump Ne",0
"Police Officers, Firefighters and Others Get Hit with Tax Penalty",0
Whoopi Goldberg: Navy SEAL Widow was “Looking for Attention”,0
Starbucks Just Placed Trump’s Photo on Floor so Every Customer have to Step On It….,0
Food Stamp Enrollment Drops by Four Million in One Month,0
Obama Goes To G20 Summit,0
Melania Trump Hired Exorcist To ‘Cleanse White House Of Obama Demons’,0
URGENT: proposed law would charge protesters with terrorism,0
"Fact-Check: No, Fall River, Massachusetts, Was Not ‘Built by Immigrants’",0
Clint Eastwood Leaves His Estate To The Trump 2020 Campaign,0
"Trump's embattled education department pick may face Senate fight WASHINGTON (Reuters) - Billionaire philanthropist Betsy DeVos, already known as one of the most controversial nominees for education secretary in U.S. history, now risks a rare congressional rejection. The deeply divided U.S. Senate Health, Education, Labor and Pensions Committee on Tuesday agreed to send her nomination to the full chamber for a vote, the final step in the confirmation process.  But the committee’s executive session showed DeVos faces choppy waters ahead for a post for which there is typically little congressional debate or public attention. The chairman, Republican Lamar Alexander, acted as tie-breaker after all 11 Republicans voted for Republican President Donald Trump’s pick and all 11 Democrats voted against. Two Republicans - Maine’s Susan Collins and Alaska’s Lisa Murkowski - expressed grave misgivings about the charter school advocate’s limited experience with public schools. They said they voted yes only so the entire Senate can debate whether DeVos is the right fit. Murkowski said she may not support DeVos in the Senate vote. Democrats said the nomination was rushed, with DeVos providing answers they described as vague and noncommittal to hundreds of written questions only 24 hours before the vote.  After many of Trump’s nominees sailed through their confirmations in recent weeks, the names currently before the Senate were meeting resistance. The Senate’s 48 Democrats only need to pull three Republicans to their side to reject DeVos’ nomination. Just nine nominees have ever been turned down by the Senate. Public opposition to DeVos is unusually fierce, said Mary Kusler, lobbyist for the National Education Association, a large union that said constituents sent 1 million emails and placed 40,000 calls to senators decrying the nomination.  It was the biggest public outcry over an education secretary that Kusler has seen in her career of more than 20 years, she added. NEA and the American Federation of Teachers, another major union, say they will keep up their anti-DeVos fight during the Senate vote and expect voters will also maintain pressure. Public opinion of DeVos wobbled after her Jan. 17 hearing, where she suggested allowing guns at rural schools to fend off bear attacks.  At two rallies on Tuesday in Chicago, several hundred protesters gathered to demonstrate against DeVos’ nomination.   “I have one child in school, and my son will be (in school) in a little over a year,” said Chicago resident Mara Tierney, who attended a rally with her 3-year-old boy. “I want to do what I can to ensure DeVos is not confirmed.” Old-guard Republicans like former first lady Barbara Bush defended DeVos as a lifelong champion of low-income children, literacy and giving parents more choice in education. Democrats, meanwhile, blasted the nominee for supporting privatization in ways they said hurt poor students, not understanding basic education laws and issues, and courting potential conflicts of interest through her investments.  politicsNews",1
"U.S. to apply 'extreme vetting' in refugee swap deal with Australia SYDNEY (Reuters) - The United States will apply ‘extreme vetting’ to up to 1,250 asylum seekers it has agreed to resettle as part of a deal with Australia, a spokesman for President Trump said in the United States on Tuesday. Washington agreed on a deal late last year to resettle asylum seekers, mainly from Afghanistan, Iran and Iraq, held in Australia’s processing centers on remote Pacific islands in Papua New Guinea and Nauru. Under the deal, Australia would in return resettle refugees from El Salvador, Guatemala and Honduras. Providing details of the plan for the first time, White House Press Secretary Sean Spicer said the deal covered many of the refugees held in the two offshore processing centers, although they must satisfy recently tightened immigration policies. “The deal specifically deals with 1,250 people that are mostly in Papua New Guinea being held,” Spicer told reporters in Washington. “Part of the deal is that they have to be vetted in the same manner that we’re doing now. There will be extreme vetting applied to all of them,” he said. Trump’s executive order last week suspended the U.S. refugee program and restricted entry to the United States from majority-Muslim countries Iran, Iraq, Libya, Somalia, Sudan, Syria and Yemen, casting doubt over the deal with Australia. Despite the restrictions, Trump assured Australia on Sunday the United States would honor its agreement to resettle the asylum seekers. Australian Prime Minister Malcolm Turnbull dismissed speculation in domestic media that Trump had not yet committed fully to the deal. “The Trump administration has committed to progress with the arrangements to honor the deal,” Turnbull told reporters in Canberra on Wednesday. “That was the assurance the president gave me when we spoke on the weekend,” he said.     Australia’s hardline immigration policy is a contentious issue that has drawn international condemnation from the United Nations and other rights groups, but which remains popular at home and has bipartisan political support. Some 1,161 men, women and children remain in indefinite detention in Manus Island and Nauru as of Nov. 30, the most recent data from Australia’s Department of Immigration shows. Another 1,000 or so people are in detention in Australia, some of them asylum seekers transported from Manus Island and Nauru for medical treatment. It was not clear how many of these would be eligible under the deal with the United States. U.S. Department of Homeland Security officials have begun assessing the asylum seekers, although there is no timeline for resettlement.  politicsNews",1
"Back road drive, secret flight brought Trump's court pick to Washington WASHINGTON (Reuters) - A secret meeting at a neighbor’s house, a drive through a back country road, and a clandestine flight on a military jet marked Judge Neil Gorsuch’s journey to the White House this week after U.S. President Donald Trump chose him as his Supreme Court nominee. Trump, who took office on January 20, called Gorsuch on Monday to inform him that he had prevailed among a handful of finalists to succeed deceased Justice Antonin Scalia on the high court. That decision set off a rapid and secretive process to get Gorsuch to Washington without alerting journalists and other Supreme Court watchers of the president’s selection. After Trump called the Colorado-based judge, a team from the White House counsel’s office flew to Denver and then drove to Boulder, roughly 45 minutes away, to meet with Gorsuch and his family. They met at a neighbor’s house to avoid detection.  Then the White House staff spirited him though a “back farm road” to a waiting military plane to transport him to Washington, White House spokesman Sean Spicer told reporters on Tuesday night in the White House East Room. Gorsuch stayed at a friend’s residence before being brought to the White House for the Tuesday evening announcement. The secrecy continued up until the last minute. When Trump, a former reality television star, entered the East Room, he came alone, addressing the cameras and the waiting crowd, which included Scalia’s widow, at a podium before calling on Gorsuch and his wife to come in. Trump’s decision came after he narrowed a list of 21 candidates down to six, including Thomas Hardiman, William Pryor, Amul Thapar, Diane Sykes, and Don Willett. Then President-elect Trump interviewed Gorsuch, Hardiman and Pryor on Jan. 14 in his New York residence. He also interviewed Thapar. “He finalized the decision recently,” after considering all 21 candidates “very deeply,” said Kellyanne Conway, a senior adviser and counselor to the president. White House counsel Don McGahn informed Hardiman, Pryor and Thapar that they had not been chosen, Spicer said.  The White House was determined to keep the president’s Supreme Court selection a secret and make the announcement of his choice a success after the botched rollout of his refugee executive order contributed to confusion and worldwide criticism last weekend. The strategy to get Gorsuch confirmed will kick off right away, Spicer said, with former Senator Kelly Ayotte serving as the “sherpa” to help steer the nominee through the Senate confirmation process.  politicsNews",1
"Trump's Supreme Court nominee questions power of administrative agencies NEW YORK (Reuters) - Supreme Court nominee Judge Neil Gorsuch is known for questioning how far courts should go in deferring to federal agencies on interpreting the law, a view that could be important for U.S. companies and, perhaps, for President Donald Trump. Nominated by Trump on Tuesday to fill a vacancy on the nation’s highest court, the 49-year-old Gorsuch is widely viewed as a sharp-eyed jurist and a crisp writer who has the potential to be a persuasive voice on the court. In a recent case, Gorsuch took a dim view of a landmark 1984 high court ruling, Chevron v. Natural Resources Defense Council. Widely cited, the ruling directed judges nationwide to defer to agencies’ interpretation of laws that may be ambiguous. It is known as “Chevron deference.”  Last August, in a case over immigration rules, Gorsuch called the doctrine the “elephant in the room” that concentrates federal power “in a way that seems more than a little difficult to square with the Constitution.” Showing his willingness to tackle the issue head on, he added, “Maybe the time has come to face the behemoth.” If Gorsuch can persuade other Supreme Court justices to question Chevron deference, companies arguing before the high court against federal regulations might have a better chance on issues ranging from the environment to immigration. At the same time, broader skepticism of deference to agencies could have long-term consequences for Trump. The new president is moving swiftly to reshape the federal bureaucracy, appointing agency heads who could upend the legacy of President Barack Obama on emissions, health care and internet policy. The court’s views on agencies’ agendas will be critical. “The idea that President Trump of all people would be the one to choose a justice who might push the court to reduce the executive power is pretty ironic,” said John Nagle, a professor at the University of Notre Dame Law School. If the Supreme Court were to overturn or limit the Chevron precedent, lower courts could become more active in deciding the ultimate meaning of a statute, making it less likely that an agency’s view would stand, Nagle said.  “It could make it more difficult for the Trump administration to defend some of its regulatory actions in federal court,” said Case Western Reserve University School of Law professor Jonathan Adler.  Republicans in Congress, particularly when Obama was in office, frequently complained about Chevron deference. They have even debated legislation that would override it. The House of Representatives passed such a bill on Jan. 11, although it is unlikely to win approval in the Senate. Gorsuch is not the first judge to take aim at the issue. In 2015, the Supreme Court ruled against the Environmental Protection Agency over its regulations for limiting pollution from mercury and other toxic materials. At that time, conservative Justice Clarence Thomas wrote a separate opinion saying the government’s position “raises serious questions about the constitutionality of our broader practice of deferring to agency interpretations of federal statutes.” While Thomas has argued the doctrine threatens the Constitutionally-mandated separation of the different branches of government, Chief Justice John Roberts and Justice Anthony Kennedy have said it may threaten individual liberties, said Andrew Grossman, a conservative lawyer who has represented companies challenging government regulations. “Gorsuch may be the one to bring the court together on fundamental questions of administrative power that have sparked so much controversy and divisiveness in recent years,” Grossman said. Some court-watchers say that in practice the justices are inclined to support executive actions that are in keeping with their own views. But an analysis of their votes carried out by Jack Beermann, a professor at Boston University School of Law, showed that such an outcome is not uniform.  politicsNews",1
"Highlights: The Trump presidency on January 31 at 8:11 P.M. EST/0111 GMT (Reuters) - Highlights of the day for U.S. President Donald Trump’s administration on Tuesday: Trump nominates Neil Gorsuch for a lifetime job on the U.S. Supreme Court, picking the 49-year-old federal appeals court judge to restore the court’s conservative majority and help shape rulings on divisive issues such as abortion, gun control, the death penalty and religious rights.  Nationals from seven Muslim-majority countries temporarily blocked from entering the United States by Trump’s executive order may be blocked indefinitely, and others might be added to the list, Homeland Security Secretary John Kelly says.  The United States will apply “extreme vetting” to up to 1,250 asylum seekers it has agreed to resettle as part of an agreement with Australia, a Trump spokesman says.  Legal challenges to Trump’s first moves on immigration spread as three states sue over his order on travel from seven majority-Muslim countries and San Francisco sues over his order on sanctuary cities.  Americans are sharply divided over the executive order on immigration, with slightly more approving it than disapproving, according to a Reuters/Ipsos opinion poll.  Ronald Vitiello has been appointed chief of the U.S. Border Patrol, according to an internal memo seen by Reuters, replacing Mark Morgan, who had been asked to step down.  The new U.S. ambassador to the United Nations warns Iran its testing two days ago of a long-range ballistic missile is unacceptable and an act the United States believes violates its nuclear accord with world powers.  Trump calls on the pharmaceutical industry to boost U.S. production and lower prices, and vows to speed approval for new medicines.  U.S. Senate Democrats postpone votes on several of Trump’s Cabinet nominees - including attorney general and Treasury secretary - citing their responsibility to do a “thorough vetting,” while Republicans accuse them of unreasonable delays in considering the picks.  About 900 State Department officials sign an internal dissent memo criticizing Trump’s order on refugees and travelers from seven Muslim-majority countries, a source says.  Trump and a top economics adviser unleash a barrage of criticism against Germany, Japan and China, saying the three key U.S. trading partners were engaged in devaluing their currencies to the detriment of American companies and consumers.  U.S. food producers and shippers are trying to rush exports to Mexico and line up alternative markets as concerns rise that their business will be hurt by trade and immigration clashes between Trump and the Mexican government.   politicsNews",1
"Germany's Schulz calls Trump 'un-American', warns against lifting Russia sanctions BERLIN (Reuters) - Germany’s center-left chancellor candidate Martin Schulz has criticized U.S. President Donald Trump’s policies as “un-American” and warned against lifting sanctions imposed against Russia over its role in the Ukraine crisis. In one of the sharpest remarks yet by a senior German politician since the new American leader took office, Schulz told the Funke media group in an interview published on Wednesday that Europe had to stand up to defend liberal values. “What Trump is doing is un-American,” Schulz said, adding that the United States like no other country in the world stood for enlightenment, democracy and freedom. “If Trump is now driving a wrecking ball through this set of values, then I will tell him as chancellor: That’s not the policy of Germany and Europe,” Schulz added. Germany’s Social Democrats last week nominated former European Parliament president Schulz to run against Chancellor Angela Merkel in a federal election in September, and the surprise move has boosted popular support for the centre-left party. Merkel said on Monday the global fight against terrorism does not warrant putting groups of people under suspicion, adding Trump’s order to restrict people from seven Muslim-majority countries from entering the United States violates the spirit of international cooperation. Turning to Russian President Vladimir Putin and the Ukraine conflict, Schulz said that sanctions imposed against Russia could only be lifted after both sides had implemented the so-called Minsk peace plan. “As long as the Minsk peace agreement is not fully implemented, the sanctions cannot be lifted. We must tell Putin very clearly that Russia is obliged to respect and defend international law,” Schulz said. Schulz’ comments bring more clarity about his stance on Russia after some leading Social Democrats have voiced support for a partial lifting of sanctions as long as Russia is implementing some aspects of the plan. Merkel, one of the architects of the peace deal, has repeatedly said that sanctions against Russia can only be lifted once the Minsk agreement has been fully implemented.  politicsNews",1
"Trump pushes drugmakers for lower prices, more U.S. production WASHINGTON/LOS ANGELES (Reuters) - U.S. President Donald Trump in a meeting on Tuesday with pharmaceutical executives called on them to manufacture more of their drugs in the United States and cut prices, while vowing to speed approval of new medicines and ease regulation.  Trump told them the government was paying “astronomical” prices for medicines in its health programs for older, disabled and poor people and said he would soon appoint a new U.S. Food and Drug Administration leader. “We’re going to streamline the FDA,” Trump said in a statement, referring to the regulatory agency responsible for vetting that new drugs are safe and effective. The meeting between Trump and the pharmaceutical executives signaled a defusing of tensions that have kept drug stock prices in check since the presidential election. Shares of most of the group rallied on Tuesday following the meeting, even as the broader stock market slid. “Trump is a populist above all else, and having these (drug) prices skyrocket, he’s commented that under his administration, this is not going to happen,” said market strategist Quincy Crosby of Prudential Financial in Newark, New Jersey. She said Trump was playing a balancing act between controlling prices and loosening regulations. “I don’t think the majority of Americans want all regulations lifted from drug makers.” Attending the meeting were top executives at Merck & Co Inc, Johnson &, Celgene Corp, Eli Lilly & Co, Amgen Inc and Switzerland’s Novartis AG <NOV N.S> as well as the head of the Pharmaceutical Research and Manufacturers of America (PhRMA) lobbying group.  According to a transcript of the televised portion of the meeting, Amgen Chief Executive Officer Robert Brad way promised to add 1,600 U.S. jobs at his California-based biotechnology company this year.  Amgen clarified in an email that it currently employs around 20,000 people worldwide, including 12,000 in the United States, and said the 1,600 includes new staff as well as hires to address attrition.  Celgene, Lilly, Merck and Amgen said by email after the meeting that they were encouraged by Trump’s focus on innovation, tax reform and the need for a more value-driven health care system. Lilly said discussion topics also included stronger trade agreements and removing “outdated regulations that drive up costs and slow innovation.” PhRMA echoed those points in its own post-meeting statement, adding that the policies, if enacted, would result in up to 350,000 new jobs over the next 10 years. “Tax, deregulation - those are things that could really help us expand operations,” Lilly CEO Dave Ricks said. Officials at Novartis and J&J did not immediately respond to requests for additional comment.  Shares of the six companies were mostly higher, for an overall gain averaging 0.7 percent, compared with a 0.4 percent drop in the broad S&P 500. The Nasdaq Biotech Index was up 1.2 percent, reversing earlier losses, and the S&P 500 health care index gained 0.6 percent.      “We have to get prices down for a lot of reasons. We have no choice, for Medicare and Medicaid,” Trump said, citing the nation’s government insurance programs for the elderly, the poor and the disabled. Trump also said currency devaluation by other countries had increased drugmakers’ outsourcing their production, and he called on the companies to make more of their products in the United States.  Foreign countries must pay a fair share for drug development costs, he added. “We’re going to end global freeloading.”   The United States typically pays more for drugs than any other developed nation. Most Western European countries, as well as Japan, have government-run health care coverage under which drug prices are negotiated.  High drug prices have become a national issue during the past two years as healthcare costs have risen Trump spooked pharmaceutical and biotech investors by saying on Jan. 11, before his inauguration, that drug companies were “getting away with murder” on what they charged the government for medicine and that he would do something about it.  Company executives, meanwhile, have tried to tread a careful line in defending their industry while expressing optimism that the United States would continue to reward scientific advances.  “Regulations - great, streamlining the FDA, perhaps,” Jack Ablin, chief investment officer at BMO Private Bank in Chicago said. “But if Trump is going to address his constituency, drug prices have to come down. So I think this is maybe a Pyrrhic victory.”  politicsNews",1
"Trump immigration order may require legislation: U.S. lawmakers WASHINGTON (Reuters) - After days of chaos at airports and confusion over details of President Donald Trump’s immigration executive order, some of his fellow Republicans joined Democrats in saying Congress might need to consider legislation to address his new policies. Republican Senator Bob Corker, chairman of the Senate Foreign Relations Committee, said it was too early to know all the implications of Trump’s order banning travel into the United States by citizens of seven majority-Muslim nations, but lawmakers might eventually need to step in to modify it. “Seriously, we still don’t know all the implications of what happened. I don’t think they (the Trump administration) know all the implications of what happened,” he told reporters at the U.S. Capitol. “There may well need to be a legislative fix.” Under the executive order Trump released on Friday, travelers from Iran, Iraq, Libya, Somalia, Sudan, Syria and Yemen may not enter the United States for at least 90 days while Homeland Security Secretary John Kelly and others determine whether there is enough information available to screen them. Democrats in both the Senate and House of Representatives  have introduced bills to rescind Trump’s order, but those measures are not expected to go anywhere in the Republican-led Congress. Senator John McCain, the Republican chairman of the Senate Armed Services Committee, has criticized the order, saying it could weaken U.S. counterterrorism efforts. He blasted barring Iraqis who risked their lives to work as interpreters for U.S. forces, who have already undergone extensive screening. McCain and Democratic Senator Jeanne Shaheen led a push to pass legislation last year to provide visas to those Iraqis. McCain said he thought Iraq should not be on Trump’s list. He said it could invite retaliation by Baghdad and said that Iraq should not be lumped in with frequent U.S. nemesis Iran. “There’s no comparison. There’s thousands of Americans fighting in Iraq as we speak. And what if the Iraqis decided, OK, we’re not going to let all these contractors (working with U.S. forces) ... have visas to come into our country?” McCain asked. Iraq’s prime minister on Tuesday said the country would not retaliate to Trump’s travel ban against Iraqi nationals because it did not want to lose Washington’s cooperation in the war on Islamic State. McCain said whether legislation was needed would depend on how the executive order was implemented over time. “Let’s see what they do,” McCain said. “General Kelly today made some very significant changes to what was initially publicized. So let’s see what they do.”  politicsNews",1
"Acting SEC chair seeks to scale back 'conflict minerals' rule WASHINGTON (Reuters) - The top Republican at the U.S. Securities and Exchange Commission on Tuesday took the first step toward scaling back the controversial “conflict minerals” rule, which requires companies to trace whether their products contain minerals from a war-torn part of Africa. In his first major action since becoming acting SEC chair earlier this month, Michael Piwowar announced he has directed agency staff to reconsider how companies should comply with the rule and whether “additional relief” from its requirements is necessary.  Piwowar’s action comes just one day after President Donald Trump signed an executive order that aims to slash government regulations. The White House has said the order does not apply to independent agencies like the SEC. However, independent agencies often try to voluntarily follow the spirit of such orders. The conflict minerals rule requires manufacturers, from Apple Inc to General Electric Co, to tell investors if their products contain certain minerals from the war-torn Democratic Republic of the Congo. It is one of several SEC disclosure rules required by the 2010 Dodd-Frank law that Republicans and business groups have long sought to repeal, saying they force companies to furnish politically charged information that is irrelevant to making investment decisions. Another disclosure rule hated by many companies that was also in Dodd-Frank is the “resource extraction” rule, which forces oil and gas companies to disclose payments to foreign governments.  Republicans in the U.S. House of Representatives are slated to vote on a measure to repeal the resource extraction rule on Wednesday. In that case, Republicans are seeking to repeal it under  the Congressional Review Act, which allows Congress to stop recently adopted regulations through a simple majority vote. The conflict minerals rule cannot be repealed through the Congressional Review Act because the law can only be applied to rules adopted since the end of May. However, SEC staff can issue interpretive guidance to scale back its requirements or, in a more aggressive move, staff can choose not to enforce it. Piwowar said the SEC will solicit comments from the public on whether SEC staff should update its guidance on compliance. The Dodd-Frank law also contains language which would let Trump order the SEC to temporarily suspend the conflict minerals rule for two years if it might harm national security. Piwowar did not ask the president to take such a step. However, he did raise some national security concerns posed by the rule, and said it has done nothing to help the humanitarian crisis in Africa.  politicsNews",1
"Factbox: Trump U.S. Supreme Court pick could affect pending cases (Reuters) - President Donald Trump’s nominee to the U.S. Supreme Court, due to be named on Tuesday, could have an immediate impact on cases already pending before the justices. The nine-seat court has been operating with only eight justices since the death of conservative Antonin Scalia on Feb. 13, 2016, with four liberals and four conservatives. The court has ended up with 4-4 split decisions in several cases. The new justice could cast the deciding vote in some cases being considered by the justices in their term that ends in June. Here is a look at some cases in which the new justice could be pivotal. Gloucester County School Board v. G.G. A major transgender rights dispute over whether a public school district in Virginia can prevent a female-born transgender student who identifies as male from using the boys’ bathroom. Trinity Lutheran Church v. Pauley A religious rights case from Missouri in which a church contends the state violated the U.S. Constitution’s First Amendment guarantee of religious freedom by denying it funds for a playground project due to a state ban on aid to religious organizations. Epic Systems Corp v. Lewis A significant case for business and labor on whether companies can head off costly class action lawsuits by forcing employees to give up their right to pursue work-related legal claims in court as a group. Microsoft Corp v. Baker A class action case on Microsoft Corp’s bid to fend off claims by Xbox 360 owners who contend that the videogame console has a design defect that causes game discs to be gouged.  politicsNews",1
